Date,Open,High,Low,Close,Adj Close,Volume,Cluster,Cluster_1,Cluster_2,Cluster_3,Cluster_4,Cluster_5,Cluster_6,Cluster_7,Cluster_8,Cluster_9,Cluster_10
2021-09-29,0.2554211919138914,0.2367488288134478,0.2516808587609047,0.2545077076395898,0.2545077076395898,0.1810002501407041,1,0,0,0,0,0,0,0,0,0,0
2021-09-30,0.2573867235183428,0.2293366560123599,0.258923970930192,0.244819320177996,0.244819320177996,0.1226295259833656,1,0,0,0,0,0,0,0,0,0,0
2021-10-01,0.2531283263929181,0.2151738348684537,0.2397934174150269,0.2443872304282437,0.2443872304282437,0.1045607685573135,1,0,0,0,0,0,0,0,0,0,0
2021-10-04,0.2827732010068159,0.2595959362507494,0.2608017488779812,0.2548733113053145,0.2548733113053145,0.3674410605965855,2,0,0,2,2,2,0,0,2,2,9
2021-10-05,0.263610495015517,0.243211109381376,0.2575826750992815,0.2533110927344869,0.2533110927344869,0.1319433587643049,1,0,0,0,0,0,0,0,0,0,0
2021-10-06,0.2495250540580768,0.2251471588520583,0.255939442718726,0.2569006283513254,0.2569006283513254,0.057686745669439,1,0,0,0,0,0,0,0,0,0,0
2021-10-07,0.2646914747505605,0.2562546233056708,0.2729742413034373,0.2749481203143663,0.2749481203143663,0.146857998249015,1,0,0,0,0,0,0,0,0,0,0
2021-10-08,0.2822981617079764,0.2416336988278227,0.2688329351591609,0.2614540027972813,0.2614540027972813,0.0988387999499718,1,0,0,0,0,0,0,0,0,0,0
2021-10-11,0.2682782523923298,0.249876973904159,0.2765287207762033,0.2721728597503376,0.2721728597503376,0.049234725783253,1,0,0,0,0,0,0,0,0,0,0
2021-10-12,0.2900287727981766,0.2686704611674992,0.2950891671022835,0.2950726842063362,0.2950726842063362,0.2020491995497467,1,0,0,0,0,0,0,0,0,0,0
2021-10-13,0.3056538855020855,0.2739115636673517,0.3105309319931431,0.303979959889787,0.303979959889787,0.0476674379338377,1,0,0,0,0,0,0,0,0,0,0
2021-10-14,0.3138757308593606,0.2821208224289036,0.3232231820231239,0.3160116727148928,0.3160116727148928,0.0110667719342129,1,0,0,0,0,0,0,0,0,0,0
2021-10-15,0.3273879161283822,0.3210645467027616,0.3383129676054193,0.3570752251154194,0.3570752251154194,0.1415581420799199,1,0,0,0,0,0,0,0,0,0,0
2021-10-18,0.3733293755241868,0.375426123672859,0.3871367987951429,0.4020773301757162,0.4020773301757162,0.2447919923707084,1,0,0,0,0,0,5,5,6,6,6
2021-10-19,0.4154874770934066,0.3799887775165399,0.4056468955366637,0.3923722065275533,0.3923722065275533,0.1113946907635544,1,0,0,0,0,0,5,5,6,6,6
2021-10-20,0.3955385879414584,0.3656393017041346,0.3970457630241123,0.3949148405793726,0.3949148405793726,0.0459477205928334,1,0,0,0,0,0,0,0,0,0,0
2021-10-21,0.3802247714185381,0.4173889447211022,0.3938936124444697,0.441778127242958,0.441778127242958,0.3869481270714776,3,0,0,0,0,4,5,4,3,3,3
2021-10-22,0.4449194242350741,0.4343505122287102,0.4533474078781417,0.4678353975660428,0.4678353975660428,0.2188711619035707,1,0,0,0,0,0,5,5,6,6,6
2021-10-25,0.5350497438079845,0.6633647892398494,0.5426119046678451,0.6592438330667244,0.6592438330667244,1.0,3,0,1,1,3,4,4,6,7,7,7
2021-10-26,0.6565120104852199,0.7480367396146411,0.6385828755821729,0.6485582939375699,0.6485582939375699,0.9914580857982614,3,0,1,1,3,3,4,6,7,7,7
2021-10-27,0.681030588030059,0.7072272370123397,0.687775571550527,0.6808475428227018,0.6808475428227018,0.5246232255643799,0,0,1,1,3,1,1,1,1,1,1
2021-10-28,0.7279546633656709,0.7243923884748026,0.7270425687177015,0.7459576251521761,0.7459576251521761,0.303535973360015,0,0,1,1,1,1,1,1,1,1,1
2021-10-29,0.7501473810898704,0.7824176573911992,0.758915565919623,0.8073785225061179,0.8073785225061179,0.3564016478018885,0,0,1,1,1,1,1,1,4,4,4
2021-11-01,0.8535606111721574,0.942771817044068,0.8351189529306433,0.9645700414343508,0.9645700414343508,0.867046307297855,0,0,1,1,3,3,3,6,7,7,7
2021-11-02,0.8770800829976397,0.9408043256092334,0.8809584118366856,0.9037639608811356,0.9037639608811356,0.6069214714526922,0,0,1,1,3,3,3,3,7,4,4
2021-11-03,0.9065120301393074,0.9523381359484894,0.8920577790706707,0.9733277633124128,0.9733277633124128,0.4484475642548934,0,0,1,1,3,3,3,3,4,4,4
2021-11-04,1.0,1.0,1.0,1.0,1.0,0.2680511694077919,0,0,1,1,3,3,3,3,4,4,4
2021-11-05,0.9895014890035082,0.9938599406912196,0.9849102144177048,0.9870046078804714,0.9870046078804714,0.194404274279282,0,0,1,1,3,3,3,3,4,4,4
2021-11-08,0.8614059333450088,0.9211458876748418,0.8591620012319101,0.888707928906235,0.888707928906235,0.4253329998123945,0,0,1,1,3,3,3,3,4,4,4
2021-11-09,0.9004029648112624,0.882982482905619,0.6554835159132001,0.6569837299738092,0.6569837299738092,0.9267888968794948,0,0,1,1,3,3,3,6,7,7,7
2021-11-10,0.6331237493489826,0.7194735072340975,0.6148919574873258,0.7308516887305808,0.7308516887305808,0.6081897629916828,3,0,1,1,3,4,4,6,1,1,1
2021-11-11,0.7843946337579668,0.765049084804408,0.7278473774018047,0.723473154259361,0.723473154259361,0.2094088080795447,0,0,1,1,1,1,1,1,4,4,4
2021-11-12,0.6938711489019033,0.6794443241364313,0.6683601178536399,0.6734690083514817,0.6734690083514817,0.2714847414170471,0,0,1,1,1,1,1,1,1,8,8
2021-11-15,0.6449488572140553,0.6412470658829513,0.6002884603651341,0.6401827573625659,0.6401827573625659,0.4513222281283221,3,0,1,1,1,1,1,1,1,1,1
2021-11-16,0.6214950693495463,0.684023902178014,0.6398236281717485,0.7088823802943384,0.7088823802943384,0.2904270370833594,0,0,1,1,1,1,1,1,1,8,8
2021-11-17,0.7200929939054049,0.789931543298678,0.7292222882450642,0.7658495575464779,0.7658495575464779,0.3862426521168156,0,0,1,1,1,1,1,1,4,1,1
2021-11-18,0.7905857205073559,0.7769729709364914,0.7619502827579352,0.7780971606972242,0.7780971606972242,0.180140391470202,0,0,1,1,1,1,1,1,4,4,4
2021-11-19,0.7780071191429416,0.822294191958242,0.7915933667757187,0.8456999776172824,0.8456999776172824,0.1946680945531861,0,0,1,1,1,1,1,1,4,4,4
2021-11-22,0.8819444205592681,0.9295418061933466,0.8582063047518411,0.8786206249404735,0.8786206249404735,0.4180398349071352,0,0,1,1,3,3,3,3,4,4,4
2021-11-23,0.8904285202352882,0.8931593908440782,0.7412940815014007,0.7991192219126009,0.7991192219126009,0.4786051528985053,0,0,1,1,3,3,3,3,4,4,4
2021-11-24,0.7477398044862457,0.8122020678398181,0.7401204130685953,0.8107021088013857,0.8107021088013857,0.2126059189544118,0,0,1,1,1,1,1,1,4,4,4
2021-11-26,0.7789897301692266,0.7715113653723362,0.7719766807282344,0.754067366954845,0.754067366954845,0.0,0,0,1,1,1,1,1,1,4,8,8
2021-11-29,0.7814793331077172,0.8289940626189016,0.804151458552016,0.8455837416357954,0.8455837416357954,0.1521089988118316,0,0,1,1,1,1,1,1,4,4,4
2021-11-30,0.852528815791493,0.8719575535824637,0.8340123585947512,0.8584960610485037,0.8584960610485037,0.3011674535676317,0,0,1,1,3,3,3,3,4,4,4
2021-12-01,0.879274732129034,0.8801668123440158,0.7883406779846702,0.7758038943296426,0.7758038943296426,0.2176204583828403,0,0,1,1,1,3,3,3,4,4,4
2021-12-02,0.7783182630047509,0.7786691765364104,0.7311504157774132,0.7585209275219524,0.7585209275219524,0.2480047370395847,0,0,1,1,1,1,1,1,4,4,4
2021-12-03,0.7549463442424065,0.740641491011455,0.6365205847662118,0.6428084641212054,0.6428084641212054,0.3731219904946532,0,0,1,1,1,1,1,1,1,1,1
2021-12-06,0.6185469267188105,0.6237087628255628,0.5531747897849516,0.6329040317847355,0.6329040317847355,0.303688402851604,3,0,1,1,1,1,1,1,1,8,8
2021-12-07,0.6884663976323427,0.6848211458805512,0.6811192961126068,0.7039302438934506,0.7039302438934506,0.1370692889750484,0,0,1,1,1,1,1,1,1,8,8
2021-12-08,0.7024042855266451,0.7097714639969545,0.6914978242893258,0.7325301432828951,0.7325301432828951,0.044710696641861,0,0,1,1,1,1,1,1,1,8,8
2021-12-09,0.715392399461627,0.6929965562462995,0.6401254087936089,0.6242459642508275,0.6242459642508275,0.1589155618785566,0,0,1,1,1,1,1,1,1,8,8
2021-12-10,0.6304048765643694,0.6225892978638784,0.6068776566762127,0.6462318593098625,0.6462318593098625,0.160387092739666,0,0,1,1,1,1,1,1,1,8,8
2021-12-13,0.6178589599477405,0.5954848336441413,0.5547173229963877,0.5621104511736889,0.5621104511736889,0.2837064598836846,3,0,1,1,1,1,1,1,1,8,8
2021-12-14,0.5259925358492031,0.5300303099866824,0.5188035578615967,0.5489820819006453,0.5489820819006453,0.2329669814270527,3,0,1,0,0,4,5,5,6,6,6
2021-12-15,0.5394391943899529,0.5509608614133815,0.5158693792346906,0.5780306626480941,0.5780306626480941,0.2613872647114001,3,0,1,0,0,4,5,5,6,6,6
2021-12-16,0.6070656474633324,0.5784894177407301,0.505138876779336,0.4964852063876413,0.4964852063876413,0.310909261459571,3,0,1,1,1,4,5,5,1,6,6
2021-12-17,0.4764806460990436,0.5202774890673806,0.483661137296416,0.505874476267539,0.505874476267539,0.4259857107122756,3,0,0,0,0,4,4,4,3,3,3
2021-12-20,0.4698146723699946,0.4541785228916263,0.4574216348955756,0.4516493913193023,0.4516493913193023,0.1396449565380526,1,0,0,0,0,0,5,5,6,6,6
2021-12-21,0.4799200229968546,0.484386867705784,0.4452324129278376,0.5157789086040091,0.5157789086040091,0.2376024013507597,1,0,0,0,0,0,5,5,6,6,6
2021-12-22,0.5598302808602539,0.6135658661134337,0.5641567283075354,0.6326714052725259,0.6326714052725259,0.3816697673691451,3,0,1,1,1,4,4,4,1,1,1
2021-12-23,0.6272111168000959,0.7107892209407022,0.6320774929701468,0.7292728885224199,0.7292728885224199,0.3756702989181414,0,0,1,1,1,1,1,1,1,1,1
2021-12-27,0.7367335645296075,0.785453836105559,0.7547407906309254,0.7740423670705074,0.7740423670705074,0.2351791632793446,0,0,1,1,1,1,1,1,4,4,4
2021-12-28,0.7954008786281273,0.7888460844748697,0.7676508617157867,0.7649522147723065,0.7649522147723065,0.1646844318679257,0,0,1,1,1,1,1,1,4,4,4
2021-12-29,0.7776302962336812,0.7634038146287212,0.7437083516259261,0.7611632159179254,0.7611632159179254,0.137520714777062,0,0,1,1,1,1,1,1,4,8,8
2021-12-30,0.7165225635510503,0.7490712630142172,0.7252820635535292,0.7348234146359361,0.7348234146359361,0.0781572447001437,0,0,1,1,1,1,1,1,4,8,8
2021-12-31,0.736356741620347,0.7260884312441943,0.7276964845759103,0.712289193845662,0.712289193845662,0.0370716340441498,0,0,1,1,1,1,1,1,4,8,8
2022-01-03,0.858064777750299,0.928049184548283,0.8642590139161124,0.949929363022634,0.949929363022634,0.4487465605653179,0,0,1,1,3,3,3,3,4,4,4
2022-01-04,0.9265264460195268,0.9398034979518414,0.8424794887814036,0.8665225755951165,0.8665225755951165,0.4247545494340566,0,0,1,1,3,3,3,3,4,4,4
2022-01-05,0.8562631415828783,0.8759265375015548,0.7719934102705168,0.764370566231706,0.764370566231706,0.2936358733037333,0,0,1,1,3,3,3,3,4,4,4
2022-01-06,0.7421875001535475,0.7362653391826538,0.670539681453218,0.7254507263933719,0.7254507263933719,0.3601889344006003,0,0,1,1,1,1,1,1,1,1,1
2022-01-07,0.747706967419281,0.7242735934284369,0.6529349316072067,0.6627337143394089,0.6627337143394089,0.319984678881871,0,0,1,1,1,1,1,1,1,1,1
2022-01-10,0.6160738233869137,0.6872465778188003,0.6026356463328889,0.7145159741292156,0.7145159741292156,0.3698193515102245,0,0,1,1,1,1,1,1,1,1,1
2022-01-11,0.703976651847943,0.7156571667571751,0.7012558956924005,0.7249521505595918,0.7249521505595918,0.2020706960165093,0,0,1,1,1,1,1,1,1,8,8
2022-01-12,0.7452175167999701,0.7817901390708055,0.7578760557405011,0.7944494619213816,0.7944494619213816,0.3172116346695015,0,0,1,1,1,1,1,1,4,4,4
2022-01-13,0.7947130592627147,0.7830791818494687,0.680666622664852,0.6703780485684235,0.6703780485684235,0.4049621662184979,0,0,1,1,1,1,1,1,4,1,1
2022-01-14,0.6486339986510613,0.6752038915518975,0.6586020464505652,0.7003738715512787,0.7003738715512787,0.24676380464011,0,0,1,1,1,1,1,1,1,8,8
2022-01-18,0.6596567382142936,0.7070745935701709,0.6630954878311895,0.6686331029466218,0.6686331029466218,0.2065009223938465,0,0,1,1,1,1,1,1,1,8,8
2022-01-19,0.6843880909121837,0.6797326919113215,0.6277852889700478,0.6107020918508242,0.6107020918508242,0.2631675630041898,0,0,1,1,1,1,1,1,1,8,8
2022-01-20,0.6320099276334527,0.6576657462365824,0.6261087534327127,0.6117324117785102,0.6117324117785102,0.2308974579450941,0,0,1,1,1,1,1,1,1,8,8
2022-01-21,0.6100793168223403,0.5947215960794808,0.536408307707608,0.5247029204740287,0.5247029204740287,0.4453892033018573,3,0,1,1,1,4,4,4,1,1,1
2022-01-24,0.4600858449275581,0.4742270417072992,0.3871367987951429,0.5016036377659464,0.5016036377659464,0.7590402413857794,3,0,0,0,0,4,4,4,3,3,3
2022-01-25,0.4755470621944365,0.5043336785035201,0.4738863313211304,0.4823265171869119,0.4823265171869119,0.3358217122131198,3,0,0,0,0,4,5,5,6,6,6
2022-01-26,0.5381616295565715,0.5661245102146796,0.4785641296421424,0.5139177270007208,0.5139177270007208,0.4548437402288787,3,0,1,0,0,4,4,4,3,3,3
2022-01-27,0.5069280462474833,0.4774157112102089,0.3494626844239641,0.3339260379606423,0.3339260379606423,0.7300121943593271,3,0,0,0,0,4,4,4,3,3,3
2022-01-28,0.3401959396580986,0.3453025677671903,0.2874435751420168,0.3625924284195743,0.3625924284195743,0.6497561128134576,3,0,0,2,2,4,4,4,3,3,3
2022-01-31,0.4075929705661759,0.4818257165232674,0.404875706894838,0.5127710165423119,0.5127710165423119,0.4520335657557376,3,0,0,0,0,4,4,4,3,3,3
2022-02-01,0.5099580628939059,0.4915108304740548,0.4768874331470941,0.5036808592586518,0.5036808592586518,0.2481571665311737,1,0,0,0,0,4,5,5,6,6,6
2022-02-02,0.4984440939771207,0.4708177113980139,0.4507486299153732,0.4611549021661462,0.4611549021661462,0.2068233693952848,1,0,0,0,0,0,5,5,6,6,6
2022-02-03,0.422808575613039,0.4801465979517772,0.4358432012734651,0.4370252945449183,0.4370252945449183,0.285400772309424,1,0,0,0,0,4,5,5,6,6,6
2022-02-04,0.4477365134092664,0.4792984137365542,0.4369330610371465,0.4905027450736084,0.4905027450736084,0.2513308267150272,1,0,0,0,0,0,5,5,6,6,6
2022-02-07,0.4912539015083746,0.4984141273474959,0.4730479076246786,0.4639467443675081,0.4639467443675081,0.1690521230692264,1,0,0,0,0,0,5,5,6,6,6
2022-02-08,0.4613469150678672,0.4619807765739955,0.4597857113633258,0.4883091330501806,0.4883091330501806,0.1021824776436745,1,0,0,0,0,0,5,5,6,6,6
2022-02-09,0.5096140770516099,0.4958699003628811,0.502037075784253,0.504927224061214,0.504927224061214,0.1121509755487461,1,0,0,0,0,0,5,5,6,6,6
2022-02-10,0.4659984774764448,0.4916973324889352,0.4629713210275327,0.45931030718565,0.45931030718565,0.2024849915577512,1,0,0,0,0,0,5,5,6,6,6
2022-02-11,0.4680620682377737,0.4444595554565816,0.3858458525487921,0.3852762030152375,0.3852762030152375,0.2905481989869301,1,0,0,0,0,0,5,5,6,6,6
2022-02-14,0.3893475011920694,0.4154893129084015,0.3899535436807192,0.4114666000556136,0.4114666000556136,0.2131003376899505,1,0,0,0,0,0,5,5,6,6,6
2022-02-15,0.4522897071090858,0.4564003708750207,0.4574049053532937,0.4890235992096013,0.4890235992096013,0.1448959571008692,1,0,0,0,0,0,5,5,6,6,6
2022-02-16,0.4753012976552416,0.4622182140131078,0.4705329433609627,0.4906189810550952,0.4906189810550952,0.1058642361328247,1,0,0,0,0,0,5,5,6,6,6
2022-02-17,0.4740075378536251,0.4487676899211762,0.4250792347036177,0.4124470205220646,0.4124470205220646,0.1311655775123507,1,0,0,0,0,0,5,5,6,6,6
2022-02-18,0.4293599905786164,0.3951184201799616,0.3638985541480508,0.3802575805303222,0.3802575805303222,0.2179546307297855,1,0,0,0,0,0,5,5,6,6,6
2022-02-22,0.3444051524291439,0.3439964430485527,0.3026842535502063,0.3213459994042973,0.3213459994042973,0.3142744356200362,1,0,0,0,0,0,0,0,0,0,9
2022-02-23,0.3383451240498206,0.3076478811835412,0.2347132147519635,0.2258079993567558,0.2258079993567558,0.3922401663435683,1,0,0,0,0,0,0,0,2,2,9
2022-02-24,0.1253603355864713,0.2519803372368798,0.1331756772655408,0.2868467064221807,0.2868467064221807,0.6532287693077355,2,0,0,2,2,2,2,2,5,5,5
2022-02-25,0.3036229794885422,0.2808487089365963,0.2713310139528102,0.3019692244811092,0.3019692244811092,0.2672401663435682,1,0,0,0,0,0,0,0,0,0,9
2022-02-28,0.313089695104369,0.3781400811280711,0.3255034397618925,0.4026090742696223,0.4026090742696223,0.416667969482834,1,0,0,0,0,4,0,4,3,3,9
2022-03-01,0.4026304166149682,0.4002239510007125,0.3910097884320517,0.3925383519411941,0.3925383519411941,0.2587666499906197,1,0,0,0,0,0,5,5,6,6,6
2022-03-02,0.4066430442876759,0.3944570483753112,0.3750650005088779,0.4183298225064845,0.4183298225064845,0.2579615095991495,1,0,0,0,0,0,5,5,6,6,6
2022-03-03,0.4175183831069499,0.3943891887531775,0.3554985030882402,0.3508599827399412,0.3508599827399412,0.1731501313238696,1,0,0,0,0,0,5,5,6,6,6
2022-03-04,0.3689235776548038,0.3421646759464394,0.3430243809387798,0.3491981148104193,0.3491981148104193,0.2081698299043211,1,0,0,0,0,0,0,0,0,0,0
2022-03-07,0.380716000772091,0.3599571828987686,0.3085022561895307,0.2931781847791457,0.2931781847791457,0.2439614470639735,1,0,0,0,0,0,0,0,0,0,0
2022-03-08,0.2811844923116254,0.3325643509041416,0.2709454196318974,0.3261154137396702,0.3261154137396702,0.2954552560815459,1,0,0,0,0,0,0,0,0,0,9
2022-03-09,0.3531675589000086,0.350492734842811,0.3545093424936782,0.3835645851882564,0.3835645851882564,0.1572583797135888,1,0,0,0,0,0,0,0,0,0,0
2022-03-10,0.37277261452884,0.3401293248894714,0.3182099830379745,0.3492146964477525,0.3492146964477525,0.1537700894253017,1,0,0,0,0,0,0,0,0,0,0
2022-03-11,0.3543469073438107,0.3220652217065345,0.2903944833112051,0.2778396218453409,0.2778396218453409,0.2084141079357138,1,0,0,0,0,0,0,0,0,0,0
2022-03-14,0.2567479411016521,0.2489610878088752,0.2271347823973948,0.2296800659324984,0.2296800659324984,0.2352202019886186,1,0,0,2,2,0,0,0,0,0,0
2022-03-15,0.24800187700468,0.2572214397367323,0.228023399750622,0.28870788304001,0.28870788304001,0.2071379994997185,1,0,0,2,2,0,0,0,0,0,0
2022-03-16,0.3032461565792813,0.3190121137058188,0.304629266552622,0.3524220467615334,0.3524220467615334,0.3190994152961041,1,0,0,0,0,0,0,0,0,0,9
2022-03-17,0.3392623606670132,0.3749851073673456,0.3439631919487824,0.4045533235942718,0.4045533235942718,0.2054554124194859,1,0,0,0,0,0,0,0,0,0,0
2022-03-18,0.4105084284491266,0.4307037444803124,0.4138289746437379,0.4607062257936011,0.4607062257936011,0.4258352354449377,3,0,0,0,0,4,5,4,3,3,3
2022-03-21,0.4768246270278179,0.4900689865111497,0.4803917139331565,0.4869132094567699,0.4869132094567699,0.305763789006316,3,0,0,0,0,4,5,5,6,6,6
2022-03-22,0.501424926269164,0.5833742877551048,0.5049712544111594,0.6079268312867957,0.6079268312867957,0.4613649865549371,3,0,1,0,0,4,4,4,3,3,3
2022-03-23,0.5832186894021482,0.6560374053472507,0.5965998276686127,0.616452076216424,0.616452076216424,0.557823541367019,3,0,1,1,1,4,4,4,1,1,1
2022-03-24,0.6320099276334527,0.6285428602462325,0.6173901871788311,0.6410635234848631,0.6410635234848631,0.2206846820086298,0,0,1,1,1,1,1,1,1,8,8
2022-03-25,0.6291764960853675,0.6239802064025514,0.6316751640770232,0.6356128062647358,0.6356128062647358,0.1758078763054217,0,0,1,1,1,1,1,1,1,8,8
2022-03-28,0.722697155607367,0.7530233227354071,0.7260366735509288,0.7705524857978228,0.7705524857978228,0.4394620411481458,0,0,1,1,1,1,1,1,1,1,1
2022-03-29,0.7929441176701233,0.7816713440244398,0.7587479435514464,0.7833984736757384,0.7833984736757384,0.2512624288662372,0,0,1,1,1,1,1,1,4,4,4
